date,nh3,no2,so2,o3,ws,wd,temperature,RH,pressure,SRAD,rainf,pm01,pm25,pm10,cl_pm25,nh4_pm25,no3_pm25,om_pm25,so4_pm25,bc,cl_marga,no3_marga,so4_marga,na_marga,nh4_marga,hcl_marga,hono_magar,hno3_marga
2021-06-01 16:00,NA,4.705420905,4.5,63.25659473,4,303,23.4,43,1011.5,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6215,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-01 17:00,NA,3.057064934,4.5,62.20036216,2.7,308,22.7,46.4,1011.4,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59175,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-01 18:00,NA,4.785685088,4,57.61601943,1.2,298,21.7,52,1011.4,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-01 19:00,NA,7.081729486,3.5,49.72361499,0.9,215,20.5,53.5,1011.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-01 20:00,NA,6.934806613,3,47.20039275,1.6,177,20,51.2,1011.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.512583333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-01 21:00,NA,12.95605961,3,38.02437234,2.2,160,20,50.4,1011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.599916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-01 22:00,NA,10.28695095,3,37.60261281,1.9,153,19.7,51.3,1011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6695,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-01 23:00,NA,12.1274522,3,33.06594724,1.9,151,19.3,52.1,1010.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83975,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 0:00,NA,6.472302102,3,41.7101839,2.2,156,19.2,52.6,1010.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00575,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 1:00,NA,6.085491363,3,45.99746122,1.6,153,19.2,53.9,1010.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.834083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 2:00,NA,8.068421441,3,35.85322762,0.9,83,18.9,55.5,1010.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73875,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 3:00,NA,7.698030111,2.5,33.88379399,1.9,56,18.3,57.1,1010.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824416667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 4:00,NA,7.270361772,3,31.41191639,2.1,70,17.8,58.3,1011.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 5:00,NA,9.985292034,2.5,24.21266456,2,70,17.6,60.1,1011.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 6:00,NA,13.02861049,3,26.39847918,1.7,73,18.5,59.6,1011.8,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.109777778,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 7:00,NA,12.10454139,3,37.83309946,1.8,90,20.3,55.2,1011.9,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.137666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 8:00,NA,11.08119215,3.5,41.86788529,2,105,22.2,50.2,1011.5,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.161,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 9:00,NA,5.218699282,3,57.87274263,1.8,120,24,45.7,1011,658,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.052333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 10:00,NA,4.95140657,4.5,63.33727916,1.4,157,25.4,42.2,1010.5,792,0,NA,NA,NA,NA,NA,NA,NA,NA,0.900083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 11:00,NA,3.550410911,5.5,69.75535898,1.8,211,26.3,40.5,1009.9,878,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 12:00,NA,2.669226146,4.5,67.18812705,2.9,247,26.6,40.9,1009.4,889,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 13:00,NA,3.428219957,5,66.78470489,4.5,266,25.9,43.6,1009.3,605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 14:00,NA,3.70124037,4,68.8018157,5.1,279,24.5,49.3,1009.3,563,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 15:00,NA,4.276301548,3.5,70.45217908,3.9,283,24.3,51.8,1008.8,426,0,NA,NA,NA,NA,NA,NA,NA,NA,1.8415,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 16:00,NA,3.213544101,3,73.14661717,3.2,287,24,54,1008.4,430,0,NA,NA,NA,NA,NA,NA,NA,NA,1.243333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 17:00,NA,3.750281226,3,68.98295802,3.7,296,22.8,60,1008.7,255,0,14.18333333,17.85,19.76666667,NA,NA,NA,NA,NA,1.958625,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 18:00,NA,4.155230235,3,64.32041054,3.5,296,21.7,66.8,1008.8,89,0,59.33333333,71.50833333,73.51666667,NA,NA,NA,NA,NA,1.962833333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 19:00,NA,6.363431844,3.5,55.33838871,2.2,286,20.1,74,1008.7,8,0,21.45,26.20833333,28.20833333,NA,NA,NA,NA,NA,1.393916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 20:00,NA,9.430528344,3.5,50.85652236,1.1,268,19.3,77.2,1008.6,0,0,27.31666667,32.65,34.625,NA,NA,NA,NA,NA,2.64875,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 21:00,NA,9.472463869,3.5,48.67893569,0.5,234,19.1,79,1008.8,0,0,23.3,27.75,29.43333333,NA,NA,NA,NA,NA,2.399111111,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 22:00,NA,6.19924784,3.5,50.05478732,0.8,141,18.7,81.2,1009,0,0,12.7,15.275,16.425,NA,NA,NA,NA,NA,1.086333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-02 23:00,NA,6.715160381,3.5,45.48764205,1.5,133,18.4,82.9,1008.7,0,0,14.93333333,17.63333333,18.69166667,NA,NA,NA,NA,NA,1.245416667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 0:00,NA,5.380585558,3,46.38120218,1.7,115,18.2,83.3,1008.2,0,0,18.06666667,21.14166667,22.10833333,NA,NA,NA,NA,NA,1.23975,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 1:00,NA,5.489536878,3,43.41053482,2.1,112,17.9,82.7,1007.2,0,0,11.86666667,14.2,14.90833333,NA,NA,NA,NA,NA,0.748166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 2:00,NA,4.870353721,3,42.07308507,2,106,17.7,82.7,1006.5,0,0,9.458333333,11.86666667,12.64166667,NA,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 3:00,NA,4.725771223,3,40.6526273,1.8,109,17.4,83.4,1006.2,0,0,12.73333333,15.55,16.31666667,NA,NA,NA,NA,NA,0.628333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 4:00,NA,4.86687325,3,44.00832609,2.4,117,17.2,83.8,1005.7,0,0,8.391666667,10.475,11.14166667,NA,NA,NA,NA,NA,0.462166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 5:00,NA,5.798503777,2.5,43.63940046,2.1,113,17.7,81.7,1005.4,9,0,8.175,10.30833333,11.125,NA,NA,NA,NA,NA,0.54875,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 6:00,NA,6.266443125,3,39.1129835,1.7,114,18.2,80,1004.9,15,0,9.883333333,12.29166667,13.40833333,NA,NA,NA,NA,NA,0.815083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 7:00,NA,10.348783,2.5,32.4053313,2.5,118,18.2,81.7,1004.3,61,0.9,15.675,18.95833333,20.06666667,NA,NA,NA,NA,NA,1.307416667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 8:00,NA,11.2273911,2.5,33.99678106,2.7,114,18.3,85.2,1003.6,67,1.4,14.1,16.3,16.98333333,NA,NA,NA,NA,NA,1.190555556,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 9:00,NA,9.704878936,2,37.94907008,2.3,90,18.1,88.9,1003,143,1.5,14.58333333,16.54166667,17.09166667,NA,NA,NA,NA,NA,1.138166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 10:00,NA,11.54925032,2,36.80619462,2.6,75,17.7,92.1,1002.5,50,0.6,12.74166667,14.35833333,14.90833333,NA,NA,NA,NA,NA,1.12075,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 11:00,NA,10.38912102,2,38.24045777,3.2,71,17.5,92.8,1001.6,125,1.8,13.11666667,14.56666667,15.09166667,NA,NA,NA,NA,NA,1.322833333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 12:00,NA,7.90299402,2,40.28725148,2.9,61,18.1,90.9,1000.7,140,1.2,12.38333333,13.85,14.36666667,NA,NA,NA,NA,NA,0.838333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 13:00,NA,7.282425431,2,39.55619095,2.2,45,18.6,90.4,999.9,138,0.5,11.26666667,12.6,13.06666667,NA,NA,NA,NA,NA,0.736666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 14:00,NA,6.309843079,2,38.70617238,2.1,29,18.3,93,999.2,176,0.4,9.658333333,10.64166667,10.93333333,NA,NA,NA,NA,NA,0.62025,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 15:00,NA,6.730446463,2,36.10935856,2.4,36,17.8,95.5,998.5,152,0,8.116666667,8.858333333,9.125,NA,NA,NA,NA,NA,0.707666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 16:00,NA,6.872490012,2,34.57417582,2.1,30,17.6,95.9,998.1,127,0.7,7.1,7.816666667,8.275,NA,NA,NA,NA,NA,0.791083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 17:00,NA,6.388181776,2,35.8223547,1.9,4,17.5,96.7,998.1,57,0.7,5.55,6.258333333,6.666666667,NA,NA,NA,NA,NA,0.640083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 18:00,NA,6.737564694,2,32.13809059,2.4,333,17.4,97.5,998.4,14,1,2.308333333,2.75,2.991666667,NA,NA,NA,NA,NA,0.454083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 19:00,NA,5.050798227,2,38.70041265,3.4,313,17.3,97.8,999.1,3,0.8,1.183333333,1.675,1.925,NA,NA,NA,NA,NA,0.335916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 20:00,NA,3.937101857,2,42.2538267,4.5,318,17.3,97.8,999.6,0,0.9,2.733333333,3.341666667,3.533333333,NA,NA,NA,NA,NA,0.168333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 21:00,NA,4.351896138,2,41.83611331,3.5,330,17.3,96.6,999.3,0,2,5.541666667,6.366666667,6.65,NA,NA,NA,NA,NA,0.289916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 22:00,NA,4.324246602,2,43.76761394,3,312,17.1,96,999.4,0,0.4,5.608333333,6.325,6.566666667,NA,NA,NA,NA,NA,0.327583333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-03 23:00,NA,3.30664975,2,44.59872546,3.6,288,16.8,96.8,999.5,0,0.7,4.316666667,4.75,4.883333333,NA,NA,NA,NA,NA,0.276166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 0:00,NA,3.345259223,2,40.76712518,2.7,270,16.5,97,999.1,0,0.2,4.833333333,5.241666667,5.366666667,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 1:00,NA,5.522889625,2,34.43944405,3.1,281,16.4,95.5,999.2,0,0.1,21.15833333,23.85833333,24.3,NA,NA,NA,NA,NA,0.506583333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 2:00,NA,3.885566491,2,36.31613194,3.9,296,15.8,95.3,999.7,0,0,13.075,15.74166667,17.725,NA,NA,NA,NA,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 3:00,NA,2.348255773,2,37.03939614,3.6,310,15.3,93.9,1000.1,0,0,2.4,5.325,11.45833333,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 4:00,NA,3.371627643,2,36.30806297,2.6,323,14.7,90,1000,0,0,2.475,5.225,11.1,NA,NA,NA,NA,NA,0.105166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 5:00,NA,6.144671196,2.5,40.91743748,1.3,320,14.4,87.4,1000.1,18,0,4.183333333,6.291666667,9.4,NA,NA,NA,NA,NA,0.317833333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 6:00,NA,4.588803947,2.5,41.94265368,0.9,280,15,82.9,1000.6,122,0,4.108333333,6.041666667,8.258333333,NA,NA,NA,NA,NA,0.598833333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 7:00,NA,5.179913074,2.5,43.84170245,1.4,281,16.3,76.1,1001,254,0,6.05,8.108333333,9.558333333,NA,NA,NA,NA,NA,0.38225,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 8:00,NA,5.186995044,2.5,41.60996499,2.1,289,17.4,70.6,1001.2,408,0,4.158333333,6.041666667,7.508333333,NA,NA,NA,NA,NA,0.551333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 9:00,NA,5.194077014,2,41.68233877,2.4,280,18.5,65.5,1001.2,654,0,3.516666667,5.4,6.675,NA,NA,NA,NA,NA,0.3595,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 10:00,NA,5.201158983,2,41.75471256,3,273,19.4,59.7,1001.2,788,0,4.141666667,5.808333333,6.983333333,NA,NA,NA,NA,NA,0.363916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 11:00,NA,3.031952473,2,57.32598577,3.6,270,20.3,54.2,1001.2,965,0,4.391666667,5.9,6.816666667,NA,NA,NA,NA,NA,0.705083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 12:00,NA,1.903841199,2,59.12744333,4.5,270,20.8,51.5,1001,1001,0,6.308333333,8.125,9.308333333,NA,NA,NA,NA,NA,0.535916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 13:00,NA,2.065265981,2.5,61.13743248,5,267,21,50.7,1000.7,974,0,5.466666667,7.483333333,9.35,NA,NA,NA,NA,NA,0.545166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 14:00,NA,1.796529081,3,61.93395787,4.9,258,21.2,49.2,1000.5,888,0,5.316666667,7.1,8.691666667,NA,NA,NA,NA,NA,0.41575,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 15:00,NA,2.139349196,3,65.17562482,4.9,251,21.2,48.7,1000.4,752,0,6.291666667,8.258333333,10.325,NA,NA,NA,NA,NA,0.565333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 16:00,NA,1.605867462,3,67.65313798,5.1,246,20.8,50.3,1000.5,573,0,6.8,8.683333333,10.4,NA,NA,NA,NA,NA,0.527833333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 17:00,NA,2.138167384,3,69.82161066,4.9,240,20.1,53.8,1000.6,363,0,11.63333333,14.275,15.725,NA,NA,NA,NA,NA,0.592333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 18:00,NA,1.950581346,3,66.45771964,4.1,229,18.9,60.9,1000.7,116,0,10.15833333,13.05,15.55833333,NA,NA,NA,NA,NA,0.600083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 19:00,NA,2.754457459,3,61.83433484,3.5,213,17.5,68.2,1000.9,15,0,10.00833333,13.78333333,17.525,NA,NA,NA,NA,NA,0.510166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 20:00,NA,5.00717554,2.5,56.11826127,3.3,204,16.6,71.9,1001.1,0,0,11.08333333,13.66666667,15.46666667,NA,NA,NA,NA,NA,0.698833333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 21:00,NA,4.17839811,2,55.49447913,3.2,196,16.2,73.7,1001.4,0,0,12.48333333,14.93333333,15.79166667,NA,NA,NA,NA,NA,1.114083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 22:00,NA,4.356726336,2,51.10363386,3.4,185,15.7,74.4,1001.4,0,0,13.33333333,15.64166667,16.3,NA,NA,NA,NA,NA,0.88475,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-04 23:00,NA,5.603911334,2,46.86865213,3.7,176,15.2,74.5,1001,0,0,14.41666667,16.66666667,17.44166667,NA,NA,NA,NA,NA,0.894583333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 0:00,NA,4.527152521,2,46.27007674,3.9,175,14.7,74.4,1000.5,0,0,14.19166667,16.425,17.24166667,NA,NA,NA,NA,NA,0.748416667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 1:00,NA,4.964949811,2,44.91855545,3.8,180,14.4,75.2,1000.2,0,0,11,12.925,13.7,NA,NA,NA,NA,NA,0.556,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 2:00,NA,4.151252671,2,48.8843643,3.7,176,14.2,76.9,1000,0,0,10.025,11.88333333,12.725,NA,NA,NA,NA,NA,0.516583333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 3:00,NA,5.170859732,2,45.5892152,3.6,167,13.9,78.7,999.9,0,0,11.68333333,13.68333333,14.56666667,NA,NA,NA,NA,NA,0.6455,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 4:00,NA,5.144662598,2,42.17600753,3.6,162,13.7,79.9,1000,0,0,10.93333333,12.875,13.88333333,NA,NA,NA,NA,NA,0.711583333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 5:00,NA,5.388270603,2,46.49891706,3.6,159,13.8,80.8,1000.3,15,0,11.19166667,13.175,14.24166667,NA,NA,NA,NA,NA,0.809181818,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 6:00,NA,7.358148258,2,47.37267949,4,163,15.2,78.5,1000.3,111,0,15.8,18.43333333,19.55,NA,NA,NA,NA,NA,0.9351,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 7:00,NA,5.088757234,2.5,56.86894239,4.9,181,17.8,73.5,1000.1,270,0,26.60833333,30.75,33.08333333,NA,NA,NA,NA,NA,1.127666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 8:00,NA,4.368719057,2,60.16828067,5.9,201,20.3,69.8,999.8,472,0,35.475,40.725,43.18333333,NA,NA,NA,NA,NA,1.1725,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 9:00,NA,3.886028913,3,66.99231985,6.8,214,22.3,65.4,999.5,655,0,35.70833333,40.96666667,42.825,NA,NA,NA,NA,NA,1.413083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 10:00,NA,3.914162355,2.5,73.13697533,7.6,224,23.4,62,999.5,753,0,39.425,45.73333333,47.91666667,NA,NA,NA,NA,NA,1.673833333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 11:00,NA,2.931609588,3,78.67831701,7.6,230,23.6,62,999.5,826,0,37.98333333,44.50833333,46.99166667,NA,NA,NA,NA,NA,1.986916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 12:00,NA,2.446718732,3,80.73764331,7.1,233,23.6,62.6,999.3,877,0,42.05,49.01666667,51.38333333,NA,NA,NA,NA,NA,1.93125,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 13:00,NA,1.69551917,3,80.80966888,6.8,236,23.7,62.2,999,859,0,48.35,56.54166667,59.41666667,NA,NA,NA,NA,NA,2.030166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 14:00,NA,1.594649655,3,82.40366023,6.4,239,23.5,62.3,999,786,0,51.23333333,59.63333333,62.225,NA,NA,NA,NA,NA,1.982222222,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 15:00,NA,1.454205599,3,87.50327694,5.6,238,23.3,62.5,998.9,605,0,52.34166667,61.1,64.28333333,NA,NA,NA,NA,NA,2.080333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 16:00,NA,1.74756187,3,88.2514705,5.3,235,23,62.7,998.9,442,0,52.925,61.21666667,63.14166667,NA,NA,NA,NA,NA,2.1555,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 17:00,NA,2.581318125,3,89.04340187,5.4,231,22.4,65.1,999,213,0,52.94166667,61.05,62.79166667,NA,NA,NA,NA,NA,2.284666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 18:00,NA,3.510854194,3,87.84158462,5.2,229,21.2,72,999.4,88,0,54.65833333,62.34166667,64.36666667,NA,NA,NA,NA,NA,2.624333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 19:00,NA,4.779732752,3,79.99428986,4.3,227,19.7,80.4,999.9,11,0,55.15,63.35,66.78333333,NA,NA,NA,NA,NA,2.719,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 20:00,NA,5.992684185,3,76.8733222,3.5,222,18.6,85.7,1000.3,0,0,76.775,89.94166667,92.73333333,NA,NA,NA,NA,NA,3.269,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 21:00,NA,5.280438547,2.5,75.38544119,3.1,201,18.1,88.1,1000.7,0,0,41.30833333,48.36666667,52.13333333,NA,NA,NA,NA,NA,1.741166667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 22:00,NA,4.386392719,2.5,77.11828532,3,189,17.8,88.6,1001.1,0,0,40.03333333,46.21666667,48.625,NA,NA,NA,NA,NA,1.79475,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-05 23:00,NA,4.646939785,3,74.75995686,2.8,191,17.6,88.8,1001.4,0,0,41.8,48.6,52.575,NA,NA,NA,NA,NA,1.8045,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 0:00,NA,4.45268902,3,70.34020012,2.8,186,17.3,89.2,1001.6,0,0,35.16666667,40.825,43.35833333,NA,NA,NA,NA,NA,1.4925,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 1:00,NA,5.034038766,2.5,63.5617027,2.7,189,16.9,90.5,1001.7,0,0,34.04166667,39.925,43.70833333,NA,NA,NA,NA,NA,1.508833333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 2:00,NA,4.439361696,2,62.20731718,2.5,183,16.8,90.9,1001.6,0,0,26.16666667,31.09166667,34.45833333,NA,NA,NA,NA,NA,1.166,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 3:00,NA,4.364222414,2.5,59.63198579,2.4,166,16.7,90.4,1001.6,0,0,22,26.83333333,30.53333333,NA,NA,NA,NA,NA,1.1132,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 4:00,NA,4.554380246,2,58.99191805,2.7,165,16.4,90.4,1001.9,0,0,22.89166667,27.7,31.30833333,NA,NA,NA,NA,NA,1.221,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 5:00,NA,5.411072823,2,55.34748995,2.9,162,16.4,89.9,1002.3,10,0,22.34166667,26.15,27.80833333,NA,NA,NA,NA,NA,4.066333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 6:00,NA,6.654332641,2,57.95748352,3.1,162,17.5,85.6,1002.8,85,0,19.51666667,23.4,25.21666667,NA,NA,NA,NA,NA,1.852666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 7:00,NA,7.856502881,2.5,56.42093378,3.1,178,19.3,77.7,1003.2,212,0,20.53333333,25.35833333,28.78333333,NA,NA,NA,NA,NA,1.753083333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 8:00,NA,4.371036765,2,63.76464066,3.8,199,21,69.6,1003.5,295,0,17.81666667,22.01666667,24.74166667,NA,NA,NA,NA,NA,1.092666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 9:00,NA,4.987002564,2,64.02257145,4.8,209,22.7,63,1003.6,391,0,15.00833333,19.7,25.25,NA,NA,NA,NA,NA,1.133666667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 10:00,NA,3.818557674,2,70.76175173,5.6,218,24.1,58.7,1003.7,588,0,24.325,29.06666667,31.975,NA,NA,NA,NA,NA,1.528333333,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 11:00,NA,3.23001539,2.5,76.54991004,6.1,227,24.9,56.4,1003.8,729,0,13.70833333,17.425,20.93333333,NA,NA,NA,NA,NA,1.201,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 12:00,NA,2.851833246,2.5,79.68492059,6.6,234,25.2,56,1003.9,750,0,12.375,15.675,18.425,NA,NA,NA,NA,NA,2.87175,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 13:00,NA,1.91193995,3,81.83000303,6.8,236,25.1,56.2,1003.9,819,0,15.83333333,19.45,22.76666667,NA,NA,NA,NA,NA,1.799916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 14:00,NA,1.552346142,3,79.39115559,6.4,235,24.8,56.9,1003.9,660,0,15.16666667,18.80833333,22.20833333,NA,NA,NA,NA,NA,1.060916667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 15:00,NA,2.545526938,2.5,74.00369497,5.9,239,24.3,58,1004,505,0,15.10833333,18.68333333,21.50833333,NA,NA,NA,NA,NA,1.163416667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 16:00,NA,1.524161999,2.5,76.82881598,5.8,241,23.5,59.5,1004.3,484,0,8.741666667,11.63333333,14.06666667,NA,NA,NA,NA,NA,0.78525,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 17:00,NA,2.690136816,2.5,69.43906128,4.9,237,22.7,62,1004.6,271,0,8.241666667,10.95833333,13.10833333,NA,NA,NA,NA,NA,0.83825,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 18:00,NA,3.139542237,2.5,65.33912199,3.6,236,21.6,67,1005,89,0,8.158333333,10.95,13.25,NA,NA,NA,NA,NA,0.742416667,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 19:00,NA,6.772314246,2,64.00112809,2.9,239,20,73.1,1005.9,12,0,11.41666667,15.6,21.35,NA,NA,NA,NA,NA,1.113111111,NA,NA,NA,NA,NA,NA,NA,NA
2021-06-06 20:00,NA,12.46796204,2,55.73785994,2.5,226,19.1,76.9,1006.8,0,0,33.84166667,43.55,59.84166667,NA,NA,NA,NA,NA,3.383833333,NA,NA,NA,NA,NA,NA,NA,NA
