"date","pm10","pm25","so2","o3","co","no2"
2014-12-01 00:00:00,9,NA,3,43,400,3
2014-12-01 00:15:00,9,NA,3,43,400,3
2014-12-01 00:30:00,9,NA,3,43,400,3
2014-12-01 00:45:00,9,NA,3,43,400,3
2014-12-01 01:00:00,11,NA,3,41,500,5
2014-12-01 01:15:00,11,NA,3,41,500,5
2014-12-01 01:30:00,11,NA,3,41,500,5
2014-12-01 01:45:00,11,NA,3,41,500,5
2014-12-01 02:00:00,19,NA,5,32,800,6
2014-12-01 02:15:00,19,NA,5,32,800,6
2014-12-01 02:30:00,19,NA,5,32,800,6
2014-12-01 02:45:00,19,NA,5,32,800,6
2014-12-01 03:00:00,17,NA,6,32,700,5
2014-12-01 03:15:00,17,NA,6,32,700,5
2014-12-01 03:30:00,17,NA,6,32,700,5
2014-12-01 03:45:00,17,NA,6,32,700,5
2014-12-01 04:00:00,27,NA,5,34,600,4
2014-12-01 04:15:00,27,NA,5,34,600,4
2014-12-01 04:30:00,27,NA,5,34,600,4
2014-12-01 04:45:00,27,NA,5,34,600,4
2014-12-01 05:00:00,37,NA,5,38,500,4
2014-12-01 05:15:00,37,NA,5,38,500,4
2014-12-01 05:30:00,37,NA,5,38,500,4
2014-12-01 05:45:00,37,NA,5,38,500,4
2014-12-01 06:00:00,41,NA,4,38,400,4
2014-12-01 06:15:00,41,NA,4,38,400,4
2014-12-01 06:30:00,41,NA,4,38,400,4
2014-12-01 06:45:00,41,NA,4,38,400,4
2014-12-01 07:00:00,35,NA,4,34,400,6
2014-12-01 07:15:00,35,NA,4,34,400,6
2014-12-01 07:30:00,35,NA,4,34,400,6
2014-12-01 07:45:00,35,NA,4,34,400,6
2014-12-01 08:00:00,37,NA,4,32,400,7
2014-12-01 08:15:00,37,NA,4,32,400,7
2014-12-01 08:30:00,37,NA,4,32,400,7
2014-12-01 08:45:00,37,NA,4,32,400,7
2014-12-01 09:00:00,15,NA,4,33,500,7
2014-12-01 09:15:00,15,NA,4,33,500,7
2014-12-01 09:30:00,15,NA,4,33,500,7
2014-12-01 09:45:00,15,NA,4,33,500,7
2014-12-01 10:00:00,57,NA,4,37,400,6
2014-12-01 10:15:00,57,NA,4,37,400,6
2014-12-01 10:30:00,57,NA,4,37,400,6
2014-12-01 10:45:00,57,NA,4,37,400,6
2014-12-01 11:00:00,97,NA,4,41,400,5
2014-12-01 11:15:00,97,NA,4,41,400,5
2014-12-01 11:30:00,97,NA,4,41,400,5
2014-12-01 11:45:00,97,NA,4,41,400,5
2014-12-01 12:00:00,101,NA,3,36,300,5
2014-12-01 12:15:00,101,NA,3,36,300,5
2014-12-01 12:30:00,101,NA,3,36,300,5
2014-12-01 12:45:00,101,NA,3,36,300,5
2014-12-01 13:00:00,75,NA,3,31,400,3
2014-12-01 13:15:00,75,NA,3,31,400,3
2014-12-01 13:30:00,75,NA,3,31,400,3
2014-12-01 13:45:00,75,NA,3,31,400,3
2014-12-01 14:00:00,13,NA,3,34,400,3
2014-12-01 14:15:00,13,NA,3,34,400,3
2014-12-01 14:30:00,13,NA,3,34,400,3
2014-12-01 14:45:00,13,NA,3,34,400,3
2014-12-01 15:00:00,59,NA,4,38,400,3
2014-12-01 15:15:00,59,NA,4,38,400,3
2014-12-01 15:30:00,59,NA,4,38,400,3
2014-12-01 15:45:00,59,NA,4,38,400,3
2014-12-01 16:00:00,69,NA,4,37,400,4
2014-12-01 16:15:00,69,NA,4,37,400,4
2014-12-01 16:30:00,69,NA,4,37,400,4
2014-12-01 16:45:00,69,NA,4,37,400,4
2014-12-01 17:00:00,51,NA,3,34,400,4
2014-12-01 17:15:00,51,NA,3,34,400,4
2014-12-01 17:30:00,51,NA,3,34,400,4
2014-12-01 17:45:00,51,NA,3,34,400,4
2014-12-01 18:00:00,33,NA,3,34,400,5
2014-12-01 18:15:00,33,NA,3,34,400,5
2014-12-01 18:30:00,33,NA,3,34,400,5
2014-12-01 18:45:00,33,NA,3,34,400,5
2014-12-01 19:00:00,37,NA,3,35,400,5
2014-12-01 19:15:00,37,NA,3,35,400,5
2014-12-01 19:30:00,37,NA,3,35,400,5
2014-12-01 19:45:00,37,NA,3,35,400,5
2014-12-01 20:00:00,27,NA,3,37,400,4
2014-12-01 20:15:00,27,NA,3,37,400,4
2014-12-01 20:30:00,27,NA,3,37,400,4
2014-12-01 20:45:00,27,NA,3,37,400,4
2014-12-01 21:00:00,31,NA,3,36,400,5
2014-12-01 21:15:00,31,NA,3,36,400,5
2014-12-01 21:30:00,31,NA,3,36,400,5
2014-12-01 21:45:00,31,NA,3,36,400,5
2014-12-01 22:00:00,29,NA,3,34,400,6
2014-12-01 22:15:00,29,NA,3,34,400,6
2014-12-01 22:30:00,29,NA,3,34,400,6
2014-12-01 22:45:00,29,NA,3,34,400,6
2014-12-01 23:00:00,21,NA,3,38,400,2
2014-12-01 23:15:00,21,NA,3,38,400,2
2014-12-01 23:30:00,21,NA,3,38,400,2
2014-12-01 23:45:00,21,NA,3,38,400,2
2014-12-02 00:00:00,19,NA,3,37,400,2
2014-12-02 00:15:00,19,NA,3,37,400,2
2014-12-02 00:30:00,19,NA,3,37,400,2
2014-12-02 00:45:00,19,NA,3,37,400,2
2014-12-02 01:00:00,23,NA,3,34,400,3
2014-12-02 01:15:00,23,NA,3,34,400,3
2014-12-02 01:30:00,23,NA,3,34,400,3
2014-12-02 01:45:00,23,NA,3,34,400,3
2014-12-02 02:00:00,15,NA,3,33,400,2
2014-12-02 02:15:00,15,NA,3,33,400,2
2014-12-02 02:30:00,15,NA,3,33,400,2
2014-12-02 02:45:00,15,NA,3,33,400,2
2014-12-02 03:00:00,17,NA,3,32,400,3
2014-12-02 03:15:00,17,NA,3,32,400,3
2014-12-02 03:30:00,17,NA,3,32,400,3
2014-12-02 03:45:00,17,NA,3,32,400,3
2014-12-02 04:00:00,23,NA,3,30,400,4
2014-12-02 04:15:00,23,NA,3,30,400,4
2014-12-02 04:30:00,23,NA,3,30,400,4
2014-12-02 04:45:00,23,NA,3,30,400,4
2014-12-02 05:00:00,21,NA,3,30,400,4
2014-12-02 05:15:00,21,NA,3,30,400,4
2014-12-02 05:30:00,21,NA,3,30,400,4
2014-12-02 05:45:00,21,NA,3,30,400,4
2014-12-02 06:00:00,21,NA,3,29,400,4
2014-12-02 06:15:00,21,NA,3,29,400,4
2014-12-02 06:30:00,21,NA,3,29,400,4
2014-12-02 06:45:00,21,NA,3,29,400,4
2014-12-02 07:00:00,25,NA,3,28,400,6
2014-12-02 07:15:00,25,NA,3,28,400,6
2014-12-02 07:30:00,25,NA,3,28,400,6
2014-12-02 07:45:00,25,NA,3,28,400,6
2014-12-02 08:00:00,31,NA,4,27,300,7
2014-12-02 08:15:00,31,NA,4,27,300,7
2014-12-02 08:30:00,31,NA,4,27,300,7
2014-12-02 08:45:00,31,NA,4,27,300,7
2014-12-02 09:00:00,41,NA,3,28,400,7
2014-12-02 09:15:00,41,NA,3,28,400,7
2014-12-02 09:30:00,41,NA,3,28,400,7
2014-12-02 09:45:00,41,NA,3,28,400,7
2014-12-02 10:00:00,49,NA,4,31,400,5
2014-12-02 10:15:00,49,NA,4,31,400,5
2014-12-02 10:30:00,49,NA,4,31,400,5
2014-12-02 10:45:00,49,NA,4,31,400,5
2014-12-02 11:00:00,57,NA,4,31,400,4
2014-12-02 11:15:00,57,NA,4,31,400,4
2014-12-02 11:30:00,57,NA,4,31,400,4
2014-12-02 11:45:00,57,NA,4,31,400,4
2014-12-02 12:00:00,55,NA,4,32,400,5
2014-12-02 12:15:00,55,NA,4,32,400,5
2014-12-02 12:30:00,55,NA,4,32,400,5
2014-12-02 12:45:00,55,NA,4,32,400,5
2014-12-02 13:00:00,53,NA,4,33,400,5
2014-12-02 13:15:00,53,NA,4,33,400,5
2014-12-02 13:30:00,53,NA,4,33,400,5
2014-12-02 13:45:00,53,NA,4,33,400,5
2014-12-02 14:00:00,35,NA,4,33,400,5
2014-12-02 14:15:00,35,NA,4,33,400,5
2014-12-02 14:30:00,35,NA,4,33,400,5
2014-12-02 14:45:00,35,NA,4,33,400,5
2014-12-02 15:00:00,29,NA,4,30,400,6
2014-12-02 15:15:00,29,NA,4,30,400,6
2014-12-02 15:30:00,29,NA,4,30,400,6
2014-12-02 15:45:00,29,NA,4,30,400,6
2014-12-02 16:00:00,27,NA,4,29,400,7
2014-12-02 16:15:00,27,NA,4,29,400,7
2014-12-02 16:30:00,27,NA,4,29,400,7
2014-12-02 16:45:00,27,NA,4,29,400,7
2014-12-02 17:00:00,19,NA,4,28,400,10
2014-12-02 17:15:00,19,NA,4,28,400,10
2014-12-02 17:30:00,19,NA,4,28,400,10
2014-12-02 17:45:00,19,NA,4,28,400,10
2014-12-02 18:00:00,21,NA,4,26,400,11
2014-12-02 18:15:00,21,NA,4,26,400,11
2014-12-02 18:30:00,21,NA,4,26,400,11
2014-12-02 18:45:00,21,NA,4,26,400,11
2014-12-02 19:00:00,23,NA,4,28,400,9
2014-12-02 19:15:00,23,NA,4,28,400,9
2014-12-02 19:30:00,23,NA,4,28,400,9
2014-12-02 19:45:00,23,NA,4,28,400,9
2014-12-02 20:00:00,25,NA,4,30,400,7
2014-12-02 20:15:00,25,NA,4,30,400,7
2014-12-02 20:30:00,25,NA,4,30,400,7
2014-12-02 20:45:00,25,NA,4,30,400,7
2014-12-02 21:00:00,19,NA,4,22,400,13
2014-12-02 21:15:00,19,NA,4,22,400,13
2014-12-02 21:30:00,19,NA,4,22,400,13
2014-12-02 21:45:00,19,NA,4,22,400,13
2014-12-02 22:00:00,19,NA,3,17,400,15
2014-12-02 22:15:00,19,NA,3,17,400,15
2014-12-02 22:30:00,19,NA,3,17,400,15
2014-12-02 22:45:00,19,NA,3,17,400,15
2014-12-02 23:00:00,19,NA,4,21,400,11
2014-12-02 23:15:00,19,NA,4,21,400,11
2014-12-02 23:30:00,19,NA,4,21,400,11
2014-12-02 23:45:00,19,NA,4,21,400,11
2014-12-03 00:00:00,25,NA,3,26,400,6
2014-12-03 00:15:00,25,NA,3,26,400,6
2014-12-03 00:30:00,25,NA,3,26,400,6
2014-12-03 00:45:00,25,NA,3,26,400,6
2014-12-03 01:00:00,21,NA,3,28,400,5
2014-12-03 01:15:00,21,NA,3,28,400,5
2014-12-03 01:30:00,21,NA,3,28,400,5
2014-12-03 01:45:00,21,NA,3,28,400,5
2014-12-03 02:00:00,19,NA,3,23,400,7
2014-12-03 02:15:00,19,NA,3,23,400,7
2014-12-03 02:30:00,19,NA,3,23,400,7
2014-12-03 02:45:00,19,NA,3,23,400,7
2014-12-03 03:00:00,25,NA,3,18,400,7
2014-12-03 03:15:00,25,NA,3,18,400,7
2014-12-03 03:30:00,25,NA,3,18,400,7
2014-12-03 03:45:00,25,NA,3,18,400,7
2014-12-03 04:00:00,21,NA,3,19,400,7
2014-12-03 04:15:00,21,NA,3,19,400,7
2014-12-03 04:30:00,21,NA,3,19,400,7
2014-12-03 04:45:00,21,NA,3,19,400,7
2014-12-03 05:00:00,25,NA,3,20,400,7
2014-12-03 05:15:00,25,NA,3,20,400,7
2014-12-03 05:30:00,25,NA,3,20,400,7
2014-12-03 05:45:00,25,NA,3,20,400,7
2014-12-03 06:00:00,23,NA,3,17,400,9
2014-12-03 06:15:00,23,NA,3,17,400,9
2014-12-03 06:30:00,23,NA,3,17,400,9
2014-12-03 06:45:00,23,NA,3,17,400,9
2014-12-03 07:00:00,25,NA,3,12,400,14
2014-12-03 07:15:00,25,NA,3,12,400,14
2014-12-03 07:30:00,25,NA,3,12,400,14
2014-12-03 07:45:00,25,NA,3,12,400,14
2014-12-03 08:00:00,25,NA,3,15,500,15
2014-12-03 08:15:00,25,NA,3,15,500,15
2014-12-03 08:30:00,25,NA,3,15,500,15
2014-12-03 08:45:00,25,NA,3,15,500,15
2014-12-03 09:00:00,31,NA,4,11,500,19
2014-12-03 09:15:00,31,NA,4,11,500,19
2014-12-03 09:30:00,31,NA,4,11,500,19
2014-12-03 09:45:00,31,NA,4,11,500,19
2014-12-03 10:00:00,33,NA,4,12,500,22
2014-12-03 10:15:00,33,NA,4,12,500,22
2014-12-03 10:30:00,33,NA,4,12,500,22
2014-12-03 10:45:00,33,NA,4,12,500,22
2014-12-03 11:00:00,37,NA,4,18,500,23
2014-12-03 11:15:00,37,NA,4,18,500,23
2014-12-03 11:30:00,37,NA,4,18,500,23
2014-12-03 11:45:00,37,NA,4,18,500,23
2014-12-03 12:00:00,43,NA,NA,NA,NA,NA
2014-12-03 12:15:00,43,NA,NA,NA,NA,NA
2014-12-03 12:30:00,43,NA,NA,NA,NA,NA
2014-12-03 12:45:00,43,NA,NA,NA,NA,NA
2014-12-03 13:00:00,33,NA,6,32,500,9
2014-12-03 13:15:00,33,NA,6,32,500,9
2014-12-03 13:30:00,33,NA,6,32,500,9
2014-12-03 13:45:00,33,NA,6,32,500,9
2014-12-03 14:00:00,33,NA,6,34,500,10
2014-12-03 14:15:00,33,NA,6,34,500,10
2014-12-03 14:30:00,33,NA,6,34,500,10
2014-12-03 14:45:00,33,NA,6,34,500,10
2014-12-03 15:00:00,35,NA,7,34,500,11
2014-12-03 15:15:00,35,NA,7,34,500,11
2014-12-03 15:30:00,35,NA,7,34,500,11
2014-12-03 15:45:00,35,NA,7,34,500,11
2014-12-03 16:00:00,41,NA,6,34,500,11
2014-12-03 16:15:00,41,NA,6,34,500,11
2014-12-03 16:30:00,41,NA,6,34,500,11
2014-12-03 16:45:00,41,NA,6,34,500,11
2014-12-03 17:00:00,41,NA,6,31,600,13
2014-12-03 17:15:00,41,NA,6,31,600,13
2014-12-03 17:30:00,41,NA,6,31,600,13
2014-12-03 17:45:00,41,NA,6,31,600,13
2014-12-03 18:00:00,41,NA,6,28,500,15
2014-12-03 18:15:00,41,NA,6,28,500,15
2014-12-03 18:30:00,41,NA,6,28,500,15
2014-12-03 18:45:00,41,NA,6,28,500,15
2014-12-03 19:00:00,37,NA,5,28,500,14
2014-12-03 19:15:00,37,NA,5,28,500,14
2014-12-03 19:30:00,37,NA,5,28,500,14
2014-12-03 19:45:00,37,NA,5,28,500,14
2014-12-03 20:00:00,31,NA,6,26,600,15
2014-12-03 20:15:00,31,NA,6,26,600,15
2014-12-03 20:30:00,31,NA,6,26,600,15
2014-12-03 20:45:00,31,NA,6,26,600,15
2014-12-03 21:00:00,25,NA,6,27,600,11
2014-12-03 21:15:00,25,NA,6,27,600,11
2014-12-03 21:30:00,25,NA,6,27,600,11
2014-12-03 21:45:00,25,NA,6,27,600,11
2014-12-03 22:00:00,39,NA,6,22,600,17
2014-12-03 22:15:00,39,NA,6,22,600,17
2014-12-03 22:30:00,39,NA,6,22,600,17
2014-12-03 22:45:00,39,NA,6,22,600,17
2014-12-03 23:00:00,33,NA,5,17,600,23
2014-12-03 23:15:00,33,NA,5,17,600,23
2014-12-03 23:30:00,33,NA,5,17,600,23
2014-12-03 23:45:00,33,NA,5,17,600,23
2014-12-04 00:00:00,41,NA,6,26,600,12
2014-12-04 00:15:00,41,NA,6,26,600,12
2014-12-04 00:30:00,41,NA,6,26,600,12
2014-12-04 00:45:00,41,NA,6,26,600,12
2014-12-04 01:00:00,37,NA,6,30,600,8
2014-12-04 01:15:00,37,NA,6,30,600,8
2014-12-04 01:30:00,37,NA,6,30,600,8
2014-12-04 01:45:00,37,NA,6,30,600,8
2014-12-04 02:00:00,39,NA,5,25,600,11
2014-12-04 02:15:00,39,NA,5,25,600,11
2014-12-04 02:30:00,39,NA,5,25,600,11
2014-12-04 02:45:00,39,NA,5,25,600,11
2014-12-04 03:00:00,19,NA,5,27,600,10
2014-12-04 03:15:00,19,NA,5,27,600,10
2014-12-04 03:30:00,19,NA,5,27,600,10
2014-12-04 03:45:00,19,NA,5,27,600,10
2014-12-04 04:00:00,21,NA,5,28,600,9
2014-12-04 04:15:00,21,NA,5,28,600,9
2014-12-04 04:30:00,21,NA,5,28,600,9
2014-12-04 04:45:00,21,NA,5,28,600,9
2014-12-04 05:00:00,25,NA,5,30,500,9
2014-12-04 05:15:00,25,NA,5,30,500,9
2014-12-04 05:30:00,25,NA,5,30,500,9
2014-12-04 05:45:00,25,NA,5,30,500,9
2014-12-04 06:00:00,29,NA,5,26,600,13
2014-12-04 06:15:00,29,NA,5,26,600,13
2014-12-04 06:30:00,29,NA,5,26,600,13
2014-12-04 06:45:00,29,NA,5,26,600,13
2014-12-04 07:00:00,25,NA,5,18,600,23
2014-12-04 07:15:00,25,NA,5,18,600,23
2014-12-04 07:30:00,25,NA,5,18,600,23
2014-12-04 07:45:00,25,NA,5,18,600,23
2014-12-04 08:00:00,29,NA,4,26,600,15
2014-12-04 08:15:00,29,NA,4,26,600,15
2014-12-04 08:30:00,29,NA,4,26,600,15
2014-12-04 08:45:00,29,NA,4,26,600,15
2014-12-04 09:00:00,17,NA,4,22,600,18
2014-12-04 09:15:00,17,NA,4,22,600,18
2014-12-04 09:30:00,17,NA,4,22,600,18
2014-12-04 09:45:00,17,NA,4,22,600,18
2014-12-04 10:00:00,23,NA,4,23,600,15
2014-12-04 10:15:00,23,NA,4,23,600,15
2014-12-04 10:30:00,23,NA,4,23,600,15
2014-12-04 10:45:00,23,NA,4,23,600,15
2014-12-04 11:00:00,25,NA,4,28,500,10
2014-12-04 11:15:00,25,NA,4,28,500,10
2014-12-04 11:30:00,25,NA,4,28,500,10
2014-12-04 11:45:00,25,NA,4,28,500,10
2014-12-04 12:00:00,21,NA,4,27,600,13
2014-12-04 12:15:00,21,NA,4,27,600,13
2014-12-04 12:30:00,21,NA,4,27,600,13
2014-12-04 12:45:00,21,NA,4,27,600,13
2014-12-04 13:00:00,19,NA,4,32,500,8
2014-12-04 13:15:00,19,NA,4,32,500,8
2014-12-04 13:30:00,19,NA,4,32,500,8
2014-12-04 13:45:00,19,NA,4,32,500,8
2014-12-04 14:00:00,17,NA,4,35,500,8
2014-12-04 14:15:00,17,NA,4,35,500,8
2014-12-04 14:30:00,17,NA,4,35,500,8
2014-12-04 14:45:00,17,NA,4,35,500,8
2014-12-04 15:00:00,27,NA,4,34,500,7
2014-12-04 15:15:00,27,NA,4,34,500,7
2014-12-04 15:30:00,27,NA,4,34,500,7
2014-12-04 15:45:00,27,NA,4,34,500,7
2014-12-04 16:00:00,19,NA,5,35,500,9
2014-12-04 16:15:00,19,NA,5,35,500,9
2014-12-04 16:30:00,19,NA,5,35,500,9
2014-12-04 16:45:00,19,NA,5,35,500,9
2014-12-04 17:00:00,27,NA,4,35,500,9
2014-12-04 17:15:00,27,NA,4,35,500,9
2014-12-04 17:30:00,27,NA,4,35,500,9
2014-12-04 17:45:00,27,NA,4,35,500,9
2014-12-04 18:00:00,21,NA,4,33,500,11
2014-12-04 18:15:00,21,NA,4,33,500,11
2014-12-04 18:30:00,21,NA,4,33,500,11
2014-12-04 18:45:00,21,NA,4,33,500,11
2014-12-04 19:00:00,19,NA,4,34,500,9
2014-12-04 19:15:00,19,NA,4,34,500,9
2014-12-04 19:30:00,19,NA,4,34,500,9
2014-12-04 19:45:00,19,NA,4,34,500,9
2014-12-04 20:00:00,17,NA,4,33,500,9
2014-12-04 20:15:00,17,NA,4,33,500,9
2014-12-04 20:30:00,17,NA,4,33,500,9
2014-12-04 20:45:00,17,NA,4,33,500,9
2014-12-04 21:00:00,11,NA,4,32,500,11
2014-12-04 21:15:00,11,NA,4,32,500,11
2014-12-04 21:30:00,11,NA,4,32,500,11
2014-12-04 21:45:00,11,NA,4,32,500,11
2014-12-04 22:00:00,11,NA,4,31,500,11
2014-12-04 22:15:00,11,NA,4,31,500,11
2014-12-04 22:30:00,11,NA,4,31,500,11
2014-12-04 22:45:00,11,NA,4,31,500,11
2014-12-04 23:00:00,17,NA,4,34,500,8
2014-12-04 23:15:00,17,NA,4,34,500,8
2014-12-04 23:30:00,17,NA,4,34,500,8
2014-12-04 23:45:00,17,NA,4,34,500,8
2014-12-05 00:00:00,13,NA,4,35,500,6
2014-12-05 00:15:00,13,NA,4,35,500,6
2014-12-05 00:30:00,13,NA,4,35,500,6
2014-12-05 00:45:00,13,NA,4,35,500,6
2014-12-05 01:00:00,9,NA,4,29,500,6
2014-12-05 01:15:00,9,NA,4,29,500,6
2014-12-05 01:30:00,9,NA,4,29,500,6
2014-12-05 01:45:00,9,NA,4,29,500,6
2014-12-05 02:00:00,7,NA,5,31,500,6
2014-12-05 02:15:00,7,NA,5,31,500,6
2014-12-05 02:30:00,7,NA,5,31,500,6
2014-12-05 02:45:00,7,NA,5,31,500,6
2014-12-05 03:00:00,17,NA,5,31,500,5
2014-12-05 03:15:00,17,NA,5,31,500,5
2014-12-05 03:30:00,17,NA,5,31,500,5
2014-12-05 03:45:00,17,NA,5,31,500,5
2014-12-05 04:00:00,23,NA,5,30,500,6
2014-12-05 04:15:00,23,NA,5,30,500,6
2014-12-05 04:30:00,23,NA,5,30,500,6
2014-12-05 04:45:00,23,NA,5,30,500,6
2014-12-05 05:00:00,19,NA,5,29,500,7
2014-12-05 05:15:00,19,NA,5,29,500,7
2014-12-05 05:30:00,19,NA,5,29,500,7
2014-12-05 05:45:00,19,NA,5,29,500,7
2014-12-05 06:00:00,21,NA,5,29,500,7
2014-12-05 06:15:00,21,NA,5,29,500,7
2014-12-05 06:30:00,21,NA,5,29,500,7
2014-12-05 06:45:00,21,NA,5,29,500,7
2014-12-05 07:00:00,27,NA,5,27,500,9
2014-12-05 07:15:00,27,NA,5,27,500,9
2014-12-05 07:30:00,27,NA,5,27,500,9
2014-12-05 07:45:00,27,NA,5,27,500,9
2014-12-05 08:00:00,27,NA,5,26,500,10
2014-12-05 08:15:00,27,NA,5,26,500,10
2014-12-05 08:30:00,27,NA,5,26,500,10
2014-12-05 08:45:00,27,NA,5,26,500,10
2014-12-05 09:00:00,27,NA,5,29,500,9
2014-12-05 09:15:00,27,NA,5,29,500,9
2014-12-05 09:30:00,27,NA,5,29,500,9
2014-12-05 09:45:00,27,NA,5,29,500,9
2014-12-05 10:00:00,25,NA,5,29,500,7
2014-12-05 10:15:00,25,NA,5,29,500,7
2014-12-05 10:30:00,25,NA,5,29,500,7
2014-12-05 10:45:00,25,NA,5,29,500,7
2014-12-05 11:00:00,25,NA,5,34,500,5
2014-12-05 11:15:00,25,NA,5,34,500,5
2014-12-05 11:30:00,25,NA,5,34,500,5
2014-12-05 11:45:00,25,NA,5,34,500,5
2014-12-05 12:00:00,27,NA,5,37,500,5
2014-12-05 12:15:00,27,NA,5,37,500,5
2014-12-05 12:30:00,27,NA,5,37,500,5
2014-12-05 12:45:00,27,NA,5,37,500,5
2014-12-05 13:00:00,26,NA,4,38,500,5
2014-12-05 13:15:00,26,NA,4,38,500,5
2014-12-05 13:30:00,26,NA,4,38,500,5
2014-12-05 13:45:00,26,NA,4,38,500,5
2014-12-05 14:00:00,25,NA,5,36,500,6
2014-12-05 14:15:00,25,NA,5,36,500,6
2014-12-05 14:30:00,25,NA,5,36,500,6
2014-12-05 14:45:00,25,NA,5,36,500,6
2014-12-05 15:00:00,21,NA,4,36,500,7
2014-12-05 15:15:00,21,NA,4,36,500,7
2014-12-05 15:30:00,21,NA,4,36,500,7
2014-12-05 15:45:00,21,NA,4,36,500,7
2014-12-05 16:00:00,21,NA,4,35,500,7
2014-12-05 16:15:00,21,NA,4,35,500,7
2014-12-05 16:30:00,21,NA,4,35,500,7
2014-12-05 16:45:00,21,NA,4,35,500,7
2014-12-05 17:00:00,23,NA,4,29,500,13
2014-12-05 17:15:00,23,NA,4,29,500,13
2014-12-05 17:30:00,23,NA,4,29,500,13
2014-12-05 17:45:00,23,NA,4,29,500,13
2014-12-05 18:00:00,25,NA,4,26,500,16
2014-12-05 18:15:00,25,NA,4,26,500,16
2014-12-05 18:30:00,25,NA,4,26,500,16
2014-12-05 18:45:00,25,NA,4,26,500,16
2014-12-05 19:00:00,25,NA,4,29,500,12
2014-12-05 19:15:00,25,NA,4,29,500,12
2014-12-05 19:30:00,25,NA,4,29,500,12
2014-12-05 19:45:00,25,NA,4,29,500,12
2014-12-05 20:00:00,29,NA,4,29,500,12
2014-12-05 20:15:00,29,NA,4,29,500,12
2014-12-05 20:30:00,29,NA,4,29,500,12
2014-12-05 20:45:00,29,NA,4,29,500,12
2014-12-05 21:00:00,31,NA,4,28,500,11
2014-12-05 21:15:00,31,NA,4,28,500,11
2014-12-05 21:30:00,31,NA,4,28,500,11
2014-12-05 21:45:00,31,NA,4,28,500,11
2014-12-05 22:00:00,27,NA,4,25,500,13
2014-12-05 22:15:00,27,NA,4,25,500,13
2014-12-05 22:30:00,27,NA,4,25,500,13
2014-12-05 22:45:00,27,NA,4,25,500,13
2014-12-05 23:00:00,25,NA,4,29,500,9
2014-12-05 23:15:00,25,NA,4,29,500,9
2014-12-05 23:30:00,25,NA,4,29,500,9
2014-12-05 23:45:00,25,NA,4,29,500,9
2014-12-06 00:00:00,25,NA,4,30,500,7
2014-12-06 00:15:00,25,NA,4,30,500,7
2014-12-06 00:30:00,25,NA,4,30,500,7
2014-12-06 00:45:00,25,NA,4,30,500,7
2014-12-06 01:00:00,31,NA,4,28,500,8
2014-12-06 01:15:00,31,NA,4,28,500,8
2014-12-06 01:30:00,31,NA,4,28,500,8
2014-12-06 01:45:00,31,NA,4,28,500,8
2014-12-06 02:00:00,29,NA,4,25,500,8
2014-12-06 02:15:00,29,NA,4,25,500,8
2014-12-06 02:30:00,29,NA,4,25,500,8
2014-12-06 02:45:00,29,NA,4,25,500,8
2014-12-06 03:00:00,33,NA,4,24,500,9
2014-12-06 03:15:00,33,NA,4,24,500,9
2014-12-06 03:30:00,33,NA,4,24,500,9
2014-12-06 03:45:00,33,NA,4,24,500,9
2014-12-06 04:00:00,35,NA,4,22,500,10
2014-12-06 04:15:00,35,NA,4,22,500,10
2014-12-06 04:30:00,35,NA,4,22,500,10
2014-12-06 04:45:00,35,NA,4,22,500,10
2014-12-06 05:00:00,35,NA,3,20,500,10
2014-12-06 05:15:00,35,NA,3,20,500,10
2014-12-06 05:30:00,35,NA,3,20,500,10
2014-12-06 05:45:00,35,NA,3,20,500,10
2014-12-06 06:00:00,29,NA,4,18,500,13
2014-12-06 06:15:00,29,NA,4,18,500,13
2014-12-06 06:30:00,29,NA,4,18,500,13
2014-12-06 06:45:00,29,NA,4,18,500,13
2014-12-06 07:00:00,31,NA,4,12,500,17
2014-12-06 07:15:00,31,NA,4,12,500,17
2014-12-06 07:30:00,31,NA,4,12,500,17
2014-12-06 07:45:00,31,NA,4,12,500,17
2014-12-06 08:00:00,31,NA,4,15,500,15
2014-12-06 08:15:00,31,NA,4,15,500,15
2014-12-06 08:30:00,31,NA,4,15,500,15
2014-12-06 08:45:00,31,NA,4,15,500,15
2014-12-06 09:00:00,37,NA,4,19,500,12
2014-12-06 09:15:00,37,NA,4,19,500,12
2014-12-06 09:30:00,37,NA,4,19,500,12
2014-12-06 09:45:00,37,NA,4,19,500,12
2014-12-06 10:00:00,33,NA,4,29,500,9
2014-12-06 10:15:00,33,NA,4,29,500,9
2014-12-06 10:30:00,33,NA,4,29,500,9
2014-12-06 10:45:00,33,NA,4,29,500,9
2014-12-06 11:00:00,35,NA,5,34,500,5
2014-12-06 11:15:00,35,NA,5,34,500,5
2014-12-06 11:30:00,35,NA,5,34,500,5
2014-12-06 11:45:00,35,NA,5,34,500,5
2014-12-06 12:00:00,31,NA,5,35,500,5
2014-12-06 12:15:00,31,NA,5,35,500,5
2014-12-06 12:30:00,31,NA,5,35,500,5
2014-12-06 12:45:00,31,NA,5,35,500,5
2014-12-06 13:00:00,25,NA,5,36,500,5
2014-12-06 13:15:00,25,NA,5,36,500,5
2014-12-06 13:30:00,25,NA,5,36,500,5
2014-12-06 13:45:00,25,NA,5,36,500,5
