"date","pm10","pm25","o3","no2","co","so2"
2016-05-18 17:00:00,NA,NA,NA,NA,NA,NA
2016-05-18 18:00:00,47,25,75,21,300,3
2016-05-18 19:00:00,47,25,72,25,400,4
2016-05-18 20:00:00,63,35,69,22,300,4
2016-05-18 21:00:00,59,29,42,33,400,4
2016-05-18 22:00:00,65,37,34,27,400,3
2016-05-18 23:00:00,61,39,35,19,300,3
2016-05-19 00:00:00,65,37,34,15,300,2
2016-05-19 01:00:00,57,33,32,13,300,2
2016-05-19 02:00:00,53,35,28,14,300,2
2016-05-19 03:00:00,53,37,33,10,300,2
2016-05-19 04:00:00,53,33,33,10,300,2
2016-05-19 05:00:00,53,33,27,14,300,2
2016-05-19 06:00:00,57,33,32,14,300,2
2016-05-19 07:00:00,59,31,34,16,300,2
2016-05-19 08:00:00,61,39,42,17,300,3
2016-05-19 09:00:00,67,39,48,15,300,3
2016-05-19 10:00:00,67,37,49,18,300,3
2016-05-19 11:00:00,63,37,61,14,300,4
2016-05-19 12:00:00,65,37,73,10,300,4
2016-05-19 13:00:00,41,23,73,9,300,3
2016-05-19 14:00:00,35,19,74,8,200,3
2016-05-19 15:00:00,33,17,74,7,200,3
2016-05-19 16:00:00,23,11,75,8,200,3
2016-05-19 17:00:00,27,13,67,12,200,3
2016-05-19 18:00:00,29,15,63,22,300,3
2016-05-19 19:00:00,49,27,62,24,300,3
2016-05-19 20:00:00,67,39,59,26,400,3
2016-05-19 21:00:00,65,41,57,23,400,3
2016-05-19 22:00:00,69,41,48,31,400,3
2016-05-19 23:00:00,81,45,25,28,400,3
2016-05-20 00:00:00,67,43,20,20,300,2
2016-05-20 01:00:00,55,29,22,17,300,2
2016-05-20 02:00:00,51,33,23,16,300,2
2016-05-20 03:00:00,51,31,31,13,300,2
2016-05-20 04:00:00,51,33,34,9,300,2
2016-05-20 05:00:00,53,33,32,10,300,2
2016-05-20 06:00:00,55,35,30,13,300,2
2016-05-20 07:00:00,57,35,34,15,300,3
2016-05-20 08:00:00,53,37,44,15,300,3
2016-05-20 09:00:00,57,37,57,11,300,4
2016-05-20 10:00:00,53,27,64,9,300,4
2016-05-20 11:00:00,71,17,71,8,200,5
2016-05-20 12:00:00,39,17,70,6,200,3
2016-05-20 13:00:00,29,11,71,5,200,3
2016-05-20 14:00:00,25,11,75,5,200,3
2016-05-20 15:00:00,27,9,80,6,200,3
2016-05-20 16:00:00,23,9,82,6,200,3
2016-05-20 17:00:00,25,13,81,12,300,4
2016-05-20 18:00:00,43,25,75,15,300,4
2016-05-20 19:00:00,49,27,65,23,300,4
2016-05-20 20:00:00,47,27,53,29,300,4
2016-05-20 21:00:00,55,33,46,25,300,3
2016-05-20 22:00:00,59,33,27,32,400,3
2016-05-20 23:00:00,75,43,29,27,400,3
2016-05-21 00:00:00,67,35,32,18,400,2
2016-05-21 01:00:00,63,45,34,12,300,2
2016-05-21 02:00:00,47,29,31,14,300,2
2016-05-21 03:00:00,49,31,35,11,300,2
2016-05-21 04:00:00,49,31,36,11,300,3
2016-05-21 05:00:00,51,29,32,13,300,2
2016-05-21 06:00:00,47,27,37,13,300,3
2016-05-21 07:00:00,41,27,39,12,300,3
2016-05-21 08:00:00,49,27,44,13,300,3
2016-05-21 09:00:00,47,27,58,10,300,3
2016-05-21 10:00:00,53,27,69,9,200,3
2016-05-21 11:00:00,43,23,74,6,200,3
2016-05-21 12:00:00,37,13,76,5,200,3
2016-05-21 13:00:00,31,11,76,5,200,3
2016-05-21 14:00:00,29,11,75,5,200,2
2016-05-21 15:00:00,23,15,76,5,200,2
2016-05-21 16:00:00,27,11,75,5,200,2
2016-05-21 17:00:00,25,9,75,8,200,3
2016-05-21 18:00:00,27,15,82,12,300,5
2016-05-21 19:00:00,31,15,85,15,300,5
2016-05-21 20:00:00,45,23,77,15,300,5
2016-05-21 21:00:00,51,29,51,24,300,4
2016-05-21 22:00:00,63,31,36,29,400,3
2016-05-21 23:00:00,71,39,38,19,400,3
2016-05-22 00:00:00,67,45,37,15,400,3
2016-05-22 01:00:00,57,37,37,14,400,3
2016-05-22 02:00:00,55,35,37,11,400,3
2016-05-22 03:00:00,53,31,33,11,400,3
2016-05-22 04:00:00,59,43,36,10,400,3
2016-05-22 05:00:00,51,37,37,12,400,3
2016-05-22 06:00:00,51,35,39,10,400,3
2016-05-22 07:00:00,59,37,41,11,300,3
2016-05-22 08:00:00,55,41,50,9,300,3
2016-05-22 09:00:00,61,39,64,6,300,3
2016-05-22 10:00:00,53,31,71,6,300,3
2016-05-22 11:00:00,55,31,75,6,300,3
2016-05-22 12:00:00,53,29,79,5,300,3
2016-05-22 13:00:00,47,29,83,6,300,3
2016-05-22 14:00:00,43,27,82,6,200,3
2016-05-22 15:00:00,43,23,87,5,300,4
2016-05-22 16:00:00,39,23,94,7,300,6
2016-05-22 17:00:00,39,23,87,7,300,7
2016-05-22 18:00:00,37,29,90,11,400,9
2016-05-22 19:00:00,39,27,86,13,300,7
2016-05-22 20:00:00,43,23,64,19,400,6
2016-05-22 21:00:00,61,37,46,27,400,5
2016-05-22 22:00:00,69,41,41,23,400,4
2016-05-22 23:00:00,67,37,40,18,400,4
2016-05-23 00:00:00,71,35,40,14,400,3
2016-05-23 01:00:00,63,43,41,12,400,3
2016-05-23 02:00:00,55,39,43,10,400,3
2016-05-23 03:00:00,53,37,43,10,500,5
2016-05-23 04:00:00,57,45,40,11,500,4
2016-05-23 05:00:00,55,33,28,17,400,3
2016-05-23 06:00:00,57,43,32,17,400,4
2016-05-23 07:00:00,59,35,36,16,400,4
2016-05-23 08:00:00,67,39,45,15,400,4
2016-05-23 09:00:00,67,41,58,13,300,5
2016-05-23 10:00:00,59,43,71,13,400,5
2016-05-23 11:00:00,59,33,78,16,400,5
2016-05-23 12:00:00,59,37,83,10,300,5
2016-05-23 13:00:00,45,21,85,10,300,5
2016-05-23 14:00:00,45,27,79,8,200,4
2016-05-23 15:00:00,35,21,73,8,200,3
2016-05-23 16:00:00,39,21,71,8,200,4
2016-05-23 17:00:00,35,17,69,10,200,4
2016-05-23 18:00:00,39,25,64,13,200,3
2016-05-23 19:00:00,37,17,63,9,200,3
2016-05-23 20:00:00,35,21,59,8,200,3
2016-05-23 21:00:00,37,17,54,7,200,3
2016-05-23 22:00:00,35,15,51,7,200,3
2016-05-23 23:00:00,37,13,49,7,200,3
2016-05-24 00:00:00,37,21,51,5,200,3
2016-05-24 01:00:00,31,11,52,5,200,3
2016-05-24 02:00:00,33,15,51,4,200,3
2016-05-24 03:00:00,29,12,51,4,200,2
2016-05-24 04:00:00,33,19,50,4,200,2
2016-05-24 05:00:00,35,13,46,5,200,2
2016-05-24 06:00:00,33,13,42,8,200,2
2016-05-24 07:00:00,29,11,41,8,200,2
2016-05-24 08:00:00,11,7,40,11,300,2
2016-05-24 09:00:00,13,1,35,20,300,2
2016-05-24 10:00:00,13,3,43,10,300,2
2016-05-24 11:00:00,11,5,47,9,300,2
2016-05-24 12:00:00,7,1,56,9,300,2
2016-05-24 13:00:00,15,5,60,7,300,2
2016-05-24 14:00:00,16,7,57,8,300,2
2016-05-24 15:00:00,15,5,64,7,300,2
2016-05-24 16:00:00,25,15,69,7,200,2
2016-05-24 17:00:00,23,7,67,8,200,2
2016-05-24 18:00:00,27,15,66,8,200,2
2016-05-24 19:00:00,27,13,59,11,200,2
2016-05-24 20:00:00,27,21,45,17,300,2
2016-05-24 21:00:00,33,15,36,17,400,2
2016-05-24 22:00:00,37,21,31,19,300,2
2016-05-24 23:00:00,41,21,36,11,300,2
2016-05-25 00:00:00,41,19,24,13,300,2
2016-05-25 01:00:00,41,23,23,10,300,2
2016-05-25 02:00:00,35,21,19,10,300,2
2016-05-25 03:00:00,39,17,20,8,300,2
2016-05-25 04:00:00,41,19,21,7,200,2
2016-05-25 05:00:00,25,15,23,8,200,2
2016-05-25 06:00:00,29,21,26,8,200,2
2016-05-25 07:00:00,29,9,27,10,200,2
2016-05-25 08:00:00,31,25,30,12,200,2
2016-05-25 09:00:00,31,17,34,13,200,2
2016-05-25 10:00:00,33,15,55,11,300,2
2016-05-25 11:00:00,43,25,75,10,400,4
2016-05-25 12:00:00,93,69,82,8,400,4
2016-05-25 13:00:00,87,57,80,8,400,4
2016-05-25 14:00:00,83,53,82,9,400,3
2016-05-25 15:00:00,79,47,83,8,400,3
2016-05-25 16:00:00,67,41,NA,NA,NA,NA
2016-05-25 17:00:00,67,41,84,10,400,3
2016-05-25 18:00:00,73,39,80,12,400,3
2016-05-25 19:00:00,65,41,67,19,500,3
2016-05-25 20:00:00,83,51,64,15,500,2
2016-05-25 21:00:00,83,51,61,16,500,2
2016-05-25 22:00:00,87,51,52,22,400,2
2016-05-25 23:00:00,87,51,55,17,400,2
2016-05-26 00:00:00,85,55,47,14,400,2
2016-05-26 01:00:00,83,52,30,13,400,2
2016-05-26 02:00:00,81,49,25,13,400,2
2016-05-26 03:00:00,83,65,23,11,400,2
2016-05-26 04:00:00,77,53,20,12,400,2
2016-05-26 05:00:00,81,53,23,10,400,2
2016-05-26 06:00:00,81,57,23,10,400,2
2016-05-26 07:00:00,81,59,28,12,400,2
2016-05-26 08:00:00,71,49,43,11,400,2
2016-05-26 09:00:00,85,61,68,7,400,2
2016-05-26 10:00:00,91,57,78,7,400,2
2016-05-26 11:00:00,87,57,78,9,500,3
2016-05-26 12:00:00,69,47,86,7,400,3
2016-05-26 13:00:00,63,39,88,7,400,3
2016-05-26 14:00:00,67,49,84,8,400,2
2016-05-26 15:00:00,63,41,81,7,400,3
2016-05-26 16:00:00,75,47,77,9,500,3
2016-05-26 17:00:00,73,49,68,15,500,3
2016-05-26 18:00:00,75,51,65,15,500,3
2016-05-26 19:00:00,77,51,61,17,500,3
2016-05-26 20:00:00,83,53,60,15,500,3
2016-05-26 21:00:00,85,57,61,12,500,3
2016-05-26 22:00:00,89,65,59,13,500,2
2016-05-26 23:00:00,93,63,55,14,500,3
2016-05-27 00:00:00,103,73,57,10,400,2
2016-05-27 01:00:00,93,59,57,9,400,2
2016-05-27 02:00:00,105,79,52,9,400,2
2016-05-27 03:00:00,97,69,46,11,500,3
2016-05-27 04:00:00,103,71,40,12,500,3
2016-05-27 05:00:00,103,71,32,15,400,2
2016-05-27 06:00:00,95,67,36,16,400,2
2016-05-27 07:00:00,101,77,49,12,500,3
2016-05-27 08:00:00,111,79,55,14,500,4
2016-05-27 09:00:00,115,81,62,13,500,4
2016-05-27 10:00:00,109,77,74,8,400,3
2016-05-27 11:00:00,91,65,78,7,400,3
2016-05-27 12:00:00,75,49,81,6,400,3
2016-05-27 13:00:00,63,45,89,9,400,2
2016-05-27 14:00:00,61,47,98,11,400,2
2016-05-27 15:00:00,71,41,93,12,400,2
2016-05-27 16:00:00,71,47,82,17,500,4
2016-05-27 17:00:00,85,49,76,18,500,3
2016-05-27 18:00:00,93,61,62,23,500,4
2016-05-27 19:00:00,107,69,69,20,500,3
2016-05-27 20:00:00,105,63,66,19,500,3
2016-05-27 21:00:00,107,57,60,23,500,3
2016-05-27 22:00:00,95,59,54,22,500,3
2016-05-27 23:00:00,103,67,60,12,500,3
2016-05-28 00:00:00,103,65,55,11,500,3
2016-05-28 01:00:00,101,71,50,13,400,3
2016-05-28 02:00:00,93,63,61,8,400,3
2016-05-28 03:00:00,85,65,65,8,400,2
2016-05-28 04:00:00,69,55,64,8,400,2
2016-05-28 05:00:00,65,49,50,15,400,3
2016-05-28 06:00:00,67,49,38,13,400,2
2016-05-28 07:00:00,63,43,39,17,400,2
2016-05-28 08:00:00,71,51,39,16,400,2
2016-05-28 09:00:00,67,41,39,23,400,3
2016-05-28 10:00:00,61,37,48,17,400,3
2016-05-28 11:00:00,75,39,62,9,400,3
2016-05-28 12:00:00,61,37,65,12,400,3
2016-05-28 13:00:00,67,37,74,9,300,3
2016-05-28 14:00:00,65,33,79,7,300,3
2016-05-28 15:00:00,63,25,83,8,300,3
2016-05-28 16:00:00,61,29,84,8,300,3
2016-05-28 17:00:00,61,27,85,6,300,3
2016-05-28 18:00:00,61,23,81,9,400,3
2016-05-28 19:00:00,61,29,78,11,400,3
2016-05-28 20:00:00,81,33,72,12,400,3
2016-05-28 21:00:00,85,39,62,16,500,3
2016-05-28 22:00:00,81,37,50,23,500,3
2016-05-28 23:00:00,79,41,44,17,500,3
2016-05-29 00:00:00,75,45,51,14,400,3
2016-05-29 01:00:00,73,39,48,10,400,2
2016-05-29 02:00:00,73,35,50,9,400,3
2016-05-29 03:00:00,69,31,41,9,400,2
2016-05-29 04:00:00,61,33,48,7,400,2
2016-05-29 05:00:00,63,31,49,7,400,2
2016-05-29 06:00:00,63,35,34,12,500,3
2016-05-29 07:00:00,69,37,43,12,500,3
2016-05-29 08:00:00,71,35,45,11,500,2
2016-05-29 09:00:00,65,35,44,12,500,2
2016-05-29 10:00:00,63,33,47,12,500,2
2016-05-29 11:00:00,71,37,60,9,400,3
2016-05-29 12:00:00,75,37,71,7,400,3
2016-05-29 13:00:00,63,29,78,6,400,3
2016-05-29 14:00:00,53,35,78,5,400,3
2016-05-29 15:00:00,47,25,78,5,300,3
2016-05-29 16:00:00,43,23,80,6,300,3
2016-05-29 17:00:00,51,27,74,7,400,3
2016-05-29 18:00:00,49,17,77,6,300,3
2016-05-29 19:00:00,47,21,76,8,300,3
2016-05-29 20:00:00,47,19,71,10,400,3
2016-05-29 21:00:00,55,23,65,13,400,3
2016-05-29 22:00:00,57,31,61,15,400,3
2016-05-29 23:00:00,59,35,52,17,500,3
2016-05-30 00:00:00,63,27,48,13,400,3
2016-05-30 01:00:00,63,35,40,10,400,2
2016-05-30 02:00:00,61,35,40,10,400,2
2016-05-30 03:00:00,67,43,32,10,400,2
2016-05-30 04:00:00,53,25,36,9,400,2
2016-05-30 05:00:00,67,39,33,12,400,2
2016-05-30 06:00:00,65,39,26,16,400,2
2016-05-30 07:00:00,67,41,31,17,400,2
2016-05-30 08:00:00,77,47,47,17,400,4
2016-05-30 09:00:00,81,49,74,10,400,5
2016-05-30 10:00:00,81,47,85,9,500,4
2016-05-30 11:00:00,77,45,94,8,500,4
2016-05-30 12:00:00,79,41,93,8,400,4
2016-05-30 13:00:00,75,39,96,8,500,4
2016-05-30 14:00:00,69,37,94,8,400,4
2016-05-30 15:00:00,75,35,85,9,500,3
2016-05-30 16:00:00,73,35,85,8,400,3
2016-05-30 17:00:00,73,37,82,11,500,4
2016-05-30 18:00:00,71,37,80,12,500,3
2016-05-30 19:00:00,75,39,80,10,500,4
2016-05-30 20:00:00,79,41,78,12,400,3
2016-05-30 21:00:00,73,41,72,15,400,3
2016-05-30 22:00:00,75,39,62,22,500,3
2016-05-30 23:00:00,81,41,36,34,500,3
2016-05-31 00:00:00,79,45,46,17,500,2
2016-05-31 01:00:00,75,43,40,14,500,2
2016-05-31 02:00:00,73,39,34,14,500,2
2016-05-31 03:00:00,75,47,33,11,400,2
2016-05-31 04:00:00,73,45,31,11,400,2
2016-05-31 05:00:00,71,39,25,15,400,2
2016-05-31 06:00:00,75,51,25,16,500,2
2016-05-31 07:00:00,77,61,29,18,500,2
2016-05-31 08:00:00,85,53,53,14,500,2
2016-05-31 09:00:00,93,61,67,13,500,3
2016-05-31 10:00:00,93,59,76,10,400,3
2016-05-31 11:00:00,69,39,86,8,400,3
2016-05-31 12:00:00,59,37,89,8,400,3
2016-05-31 13:00:00,61,31,90,7,400,3
2016-05-31 14:00:00,61,29,86,8,400,3
2016-05-31 15:00:00,55,31,76,10,400,3
2016-05-31 16:00:00,63,27,72,12,400,4
2016-05-31 17:00:00,65,23,75,13,400,4
2016-05-31 18:00:00,73,37,72,14,400,4
2016-05-31 19:00:00,65,35,67,17,500,4
2016-05-31 20:00:00,99,57,61,17,500,4
2016-05-31 21:00:00,91,51,53,16,400,3
2016-05-31 22:00:00,85,49,45,17,500,3
2016-05-31 23:00:00,71,41,34,19,400,4
