"date","pm10","pm25","so2","o3","co","no2"
2015-05-02 12:30:00,43,15,3,54,600,26
2015-05-02 12:45:00,43,15,3,54,600,26
2015-05-02 13:00:00,27,13,3,51,600,25
2015-05-02 13:15:00,27,13,3,51,600,25
2015-05-02 13:30:00,27,13,3,51,600,25
2015-05-02 13:45:00,27,13,3,51,600,25
2015-05-02 14:00:00,29,15,4,49,600,24
2015-05-02 14:15:00,29,15,4,49,600,24
2015-05-02 14:30:00,29,15,4,49,600,24
2015-05-02 14:45:00,29,15,4,49,600,24
2015-05-02 15:00:00,29,19,4,47,600,24
2015-05-02 15:15:00,29,19,4,47,600,24
2015-05-02 15:30:00,29,19,4,47,600,24
2015-05-02 15:45:00,29,19,4,47,600,24
2015-05-02 16:00:00,29,19,5,45,600,24
2015-05-02 16:15:00,29,19,5,45,600,24
2015-05-02 16:30:00,29,19,5,45,600,24
2015-05-02 16:45:00,29,19,5,45,600,24
2015-05-02 17:00:00,25,19,7,43,600,23
2015-05-02 17:15:00,25,19,7,43,600,23
2015-05-02 17:30:00,25,19,7,43,600,23
2015-05-02 17:45:00,25,19,7,43,600,23
2015-05-02 18:00:00,29,23,5,39,600,23
2015-05-02 18:15:00,29,23,5,39,600,23
2015-05-02 18:30:00,29,23,5,39,600,23
2015-05-02 18:45:00,29,23,5,39,600,23
2015-05-02 19:00:00,33,19,4,44,600,22
2015-05-02 19:15:00,33,19,4,44,600,22
2015-05-02 19:30:00,33,19,4,44,600,22
2015-05-02 19:45:00,33,19,4,44,600,22
2015-05-02 20:00:00,25,13,5,43,600,20
2015-05-02 20:15:00,25,13,5,43,600,20
2015-05-02 20:30:00,25,13,5,43,600,20
2015-05-02 20:45:00,25,13,5,43,600,20
2015-05-02 21:00:00,35,21,5,42,600,19
2015-05-02 21:15:00,35,21,5,42,600,19
2015-05-02 21:30:00,35,21,5,42,600,19
2015-05-02 21:45:00,35,21,5,42,600,19
2015-05-02 22:00:00,29,25,4,38,500,18
2015-05-02 22:15:00,29,25,4,38,500,18
2015-05-02 22:30:00,29,25,4,38,500,18
2015-05-02 22:45:00,29,25,4,38,500,18
2015-05-02 23:00:00,33,25,3,33,600,18
2015-05-02 23:15:00,33,25,3,33,600,18
2015-05-02 23:30:00,33,25,3,33,600,18
2015-05-02 23:45:00,33,25,3,33,600,18
2015-05-03 00:00:00,35,25,3,32,600,17
2015-05-03 00:15:00,35,25,3,32,600,17
2015-05-03 00:30:00,35,25,3,32,600,17
2015-05-03 00:45:00,35,25,3,32,600,17
2015-05-03 01:00:00,29,31,3,32,600,17
2015-05-03 01:15:00,29,31,3,32,600,17
2015-05-03 01:30:00,29,31,3,32,600,17
2015-05-03 01:45:00,29,31,3,32,600,17
2015-05-03 02:00:00,27,25,3,34,600,18
2015-05-03 02:15:00,27,25,3,34,600,18
2015-05-03 02:30:00,27,25,3,34,600,18
2015-05-03 02:45:00,27,25,3,34,600,18
2015-05-03 03:00:00,21,23,3,34,600,18
2015-05-03 03:15:00,21,23,3,34,600,18
2015-05-03 03:30:00,21,23,3,34,600,18
2015-05-03 03:45:00,21,23,3,34,600,18
2015-05-03 04:00:00,17,21,3,41,600,18
2015-05-03 04:15:00,17,21,3,41,600,18
2015-05-03 04:30:00,17,21,3,41,600,18
2015-05-03 04:45:00,17,21,3,41,600,18
2015-05-03 05:00:00,11,11,3,44,600,19
2015-05-03 05:15:00,11,11,3,44,600,19
2015-05-03 05:30:00,11,11,3,44,600,19
2015-05-03 05:45:00,11,11,3,44,600,19
2015-05-03 06:00:00,9,7,3,43,600,17
2015-05-03 06:15:00,9,7,3,43,600,17
2015-05-03 06:30:00,9,7,3,43,600,17
2015-05-03 06:45:00,9,7,3,43,600,17
2015-05-03 07:00:00,7,5,3,41,600,17
2015-05-03 07:15:00,7,5,3,41,600,17
2015-05-03 07:30:00,7,5,3,41,600,17
2015-05-03 07:45:00,7,5,3,41,600,17
2015-05-03 08:00:00,9,7,3,34,600,17
2015-05-03 08:15:00,9,7,3,34,600,17
2015-05-03 08:30:00,9,7,3,34,600,17
2015-05-03 08:45:00,9,7,3,34,600,17
2015-05-03 09:00:00,7,7,4,32,600,19
2015-05-03 09:15:00,7,7,4,32,600,19
2015-05-03 09:30:00,7,7,4,32,600,19
2015-05-03 09:45:00,7,7,4,32,600,19
2015-05-03 10:00:00,7,5,3,34,600,18
2015-05-03 10:15:00,7,5,3,34,600,18
2015-05-03 10:30:00,7,5,3,34,600,18
2015-05-03 10:45:00,7,5,3,34,600,18
2015-05-03 11:00:00,9,7,3,33,600,18
2015-05-03 11:15:00,9,7,3,33,600,18
2015-05-03 11:30:00,9,7,3,33,600,18
2015-05-03 11:45:00,9,7,3,33,600,18
2015-05-03 12:00:00,7,11,3,33,600,18
2015-05-03 12:15:00,7,11,3,33,600,18
2015-05-03 12:30:00,7,11,3,33,600,18
2015-05-03 12:45:00,7,11,3,33,600,18
2015-05-03 13:00:00,5,11,4,36,700,18
2015-05-03 13:15:00,5,11,4,36,700,18
2015-05-03 13:30:00,5,11,4,36,700,18
2015-05-03 13:45:00,5,11,4,36,700,18
2015-05-03 14:00:00,5,11,3,37,700,19
2015-05-03 14:15:00,5,11,3,37,700,19
2015-05-03 14:30:00,5,11,3,37,700,19
2015-05-03 14:45:00,5,11,3,37,700,19
2015-05-03 15:00:00,5,11,4,34,700,20
2015-05-03 15:15:00,5,11,4,34,700,20
2015-05-03 15:30:00,5,11,4,34,700,20
2015-05-03 15:45:00,5,11,4,34,700,20
2015-05-03 16:00:00,9,9,4,36,700,18
2015-05-03 16:15:00,9,9,4,36,700,18
2015-05-03 16:30:00,9,9,4,36,700,18
2015-05-03 16:45:00,9,9,4,36,700,18
2015-05-03 17:00:00,15,15,4,33,700,19
2015-05-03 17:15:00,15,15,4,33,700,19
2015-05-03 17:30:00,15,15,4,33,700,19
2015-05-03 17:45:00,15,15,4,33,700,19
2015-05-03 18:00:00,23,17,3,30,700,19
2015-05-03 18:15:00,23,17,3,30,700,19
2015-05-03 18:30:00,23,17,3,30,700,19
2015-05-03 18:45:00,23,17,3,30,700,19
2015-05-03 19:00:00,29,15,3,24,700,20
2015-05-03 19:15:00,29,15,3,24,700,20
2015-05-03 19:30:00,29,15,3,24,700,20
2015-05-03 19:45:00,29,15,3,24,700,20
2015-05-03 20:00:00,19,19,3,35,600,20
2015-05-03 20:15:00,19,19,3,35,600,20
2015-05-03 20:30:00,19,19,3,35,600,20
2015-05-03 20:45:00,19,19,3,35,600,20
2015-05-03 21:00:00,9,11,3,40,600,23
2015-05-03 21:15:00,9,11,3,40,600,23
2015-05-03 21:30:00,9,11,3,40,600,23
2015-05-03 21:45:00,9,11,3,40,600,23
2015-05-03 22:00:00,25,25,3,35,600,21
2015-05-03 22:15:00,25,25,3,35,600,21
2015-05-03 22:30:00,25,25,3,35,600,21
2015-05-03 22:45:00,25,25,3,35,600,21
2015-05-03 23:00:00,45,39,3,32,600,22
2015-05-03 23:15:00,45,39,3,32,600,22
2015-05-03 23:30:00,45,39,3,32,600,22
2015-05-03 23:45:00,45,39,3,32,600,22
2015-05-04 00:00:00,51,35,3,33,600,22
2015-05-04 00:15:00,51,35,3,33,600,22
2015-05-04 00:30:00,51,35,3,33,600,22
2015-05-04 00:45:00,51,35,3,33,600,22
2015-05-04 01:00:00,31,35,3,40,600,21
2015-05-04 01:15:00,31,35,3,40,600,21
2015-05-04 01:30:00,31,35,3,40,600,21
2015-05-04 01:45:00,31,35,3,40,600,21
2015-05-04 02:00:00,25,27,3,36,600,20
2015-05-04 02:15:00,25,27,3,36,600,20
2015-05-04 02:30:00,25,27,3,36,600,20
2015-05-04 02:45:00,25,27,3,36,600,20
2015-05-04 03:00:00,21,27,3,33,600,21
2015-05-04 03:15:00,21,27,3,33,600,21
2015-05-04 03:30:00,21,27,3,33,600,21
2015-05-04 03:45:00,21,27,3,33,600,21
2015-05-04 04:00:00,19,15,3,33,600,19
2015-05-04 04:15:00,19,15,3,33,600,19
2015-05-04 04:30:00,19,15,3,33,600,19
2015-05-04 04:45:00,19,15,3,33,600,19
2015-05-04 05:00:00,17,21,3,32,600,20
2015-05-04 05:15:00,17,21,3,32,600,20
2015-05-04 05:30:00,17,21,3,32,600,20
2015-05-04 05:45:00,17,21,3,32,600,20
2015-05-04 06:00:00,13,15,3,34,600,20
2015-05-04 06:15:00,13,15,3,34,600,20
2015-05-04 06:30:00,13,15,3,34,600,20
2015-05-04 06:45:00,13,15,3,34,600,20
2015-05-04 07:00:00,21,17,3,36,700,20
2015-05-04 07:15:00,21,17,3,36,700,20
2015-05-04 07:30:00,21,17,3,36,700,20
2015-05-04 07:45:00,21,17,3,36,700,20
2015-05-04 08:00:00,25,23,3,38,700,21
2015-05-04 08:15:00,25,23,3,38,700,21
2015-05-04 08:30:00,25,23,3,38,700,21
2015-05-04 08:45:00,25,23,3,38,700,21
2015-05-04 09:00:00,35,27,3,40,800,21
2015-05-04 09:15:00,35,27,3,40,800,21
2015-05-04 09:30:00,35,27,3,40,800,21
2015-05-04 09:45:00,35,27,3,40,800,21
2015-05-04 10:00:00,57,31,4,46,700,22
2015-05-04 10:15:00,57,31,4,46,700,22
2015-05-04 10:30:00,57,31,4,46,700,22
2015-05-04 10:45:00,57,31,4,46,700,22
2015-05-04 11:00:00,79,31,3,52,700,23
2015-05-04 11:15:00,79,31,3,52,700,23
2015-05-04 11:30:00,79,31,3,52,700,23
2015-05-04 11:45:00,79,31,3,52,700,23
2015-05-04 12:00:00,107,29,3,56,700,19
2015-05-04 12:15:00,107,29,3,56,700,19
2015-05-04 12:30:00,107,29,3,56,700,19
2015-05-04 12:45:00,107,29,3,56,700,19
2015-05-04 13:00:00,129,25,4,57,700,15
2015-05-04 13:15:00,129,25,4,57,700,15
2015-05-04 13:30:00,129,25,4,57,700,15
2015-05-04 13:45:00,129,25,4,57,700,15
2015-05-04 14:00:00,115,19,4,58,700,14
2015-05-04 14:15:00,115,19,4,58,700,14
2015-05-04 14:30:00,115,19,4,58,700,14
2015-05-04 14:45:00,115,19,4,58,700,14
2015-05-04 15:00:00,93,23,4,57,700,14
2015-05-04 15:15:00,93,23,4,57,700,14
2015-05-04 15:30:00,93,23,4,57,700,14
2015-05-04 15:45:00,93,23,4,57,700,14
2015-05-04 16:00:00,103,21,4,53,700,13
2015-05-04 16:15:00,103,21,4,53,700,13
2015-05-04 16:30:00,103,21,4,53,700,13
2015-05-04 16:45:00,103,21,4,53,700,13
2015-05-04 17:00:00,101,19,3,48,600,13
2015-05-04 17:15:00,101,19,3,48,600,13
2015-05-04 17:30:00,101,19,3,48,600,13
2015-05-04 17:45:00,101,19,3,48,600,13
2015-05-04 18:00:00,87,15,3,47,600,13
2015-05-04 18:15:00,87,15,3,47,600,13
2015-05-04 18:30:00,87,15,3,47,600,13
2015-05-04 18:45:00,87,15,3,47,600,13
2015-05-04 19:00:00,41,9,3,46,600,15
2015-05-04 19:15:00,41,9,3,46,600,15
2015-05-04 19:30:00,41,9,3,46,600,15
2015-05-04 19:45:00,41,9,3,46,600,15
2015-05-04 20:00:00,41,11,3,45,600,15
2015-05-04 20:15:00,41,11,3,45,600,15
2015-05-04 20:30:00,41,11,3,45,600,15
2015-05-04 20:45:00,41,11,3,45,600,15
2015-05-04 21:00:00,43,15,3,43,600,16
2015-05-04 21:15:00,43,15,3,43,600,16
2015-05-04 21:30:00,43,15,3,43,600,16
2015-05-04 21:45:00,43,15,3,43,600,16
2015-05-04 22:00:00,41,13,3,39,600,18
2015-05-04 22:15:00,41,13,3,39,600,18
2015-05-04 22:30:00,41,13,3,39,600,18
2015-05-04 22:45:00,41,13,3,39,600,18
2015-05-04 23:00:00,43,13,3,35,600,18
2015-05-04 23:15:00,43,13,3,35,600,18
2015-05-04 23:30:00,43,13,3,35,600,18
2015-05-04 23:45:00,43,13,3,35,600,18
2015-05-05 00:00:00,39,13,3,36,600,18
2015-05-05 00:15:00,39,13,3,36,600,18
2015-05-05 00:30:00,39,13,3,36,600,18
2015-05-05 00:45:00,39,13,3,36,600,18
2015-05-05 01:00:00,39,17,3,34,700,18
2015-05-05 01:15:00,39,17,3,34,700,18
2015-05-05 01:30:00,39,17,3,34,700,18
2015-05-05 01:45:00,39,17,3,34,700,18
2015-05-05 02:00:00,35,19,3,30,600,17
2015-05-05 02:15:00,35,19,3,30,600,17
2015-05-05 02:30:00,35,19,3,30,600,17
2015-05-05 02:45:00,35,19,3,30,600,17
2015-05-05 03:00:00,31,13,3,23,600,17
2015-05-05 03:15:00,31,13,3,23,600,17
2015-05-05 03:30:00,31,13,3,23,600,17
2015-05-05 03:45:00,31,13,3,23,600,17
2015-05-05 04:00:00,31,19,3,22,600,16
2015-05-05 04:15:00,31,19,3,22,600,16
2015-05-05 04:30:00,31,19,3,22,600,16
2015-05-05 04:45:00,31,19,3,22,600,16
2015-05-05 05:00:00,27,15,3,18,600,17
2015-05-05 05:15:00,27,15,3,18,600,17
2015-05-05 05:30:00,27,15,3,18,600,17
2015-05-05 05:45:00,27,15,3,18,600,17
2015-05-05 06:00:00,31,15,3,17,700,15
2015-05-05 06:15:00,31,15,3,17,700,15
2015-05-05 06:30:00,31,15,3,17,700,15
2015-05-05 06:45:00,31,15,3,17,700,15
2015-05-05 07:00:00,35,21,3,22,600,15
2015-05-05 07:15:00,35,21,3,22,600,15
2015-05-05 07:30:00,35,21,3,22,600,15
2015-05-05 07:45:00,35,21,3,22,600,15
2015-05-05 08:00:00,37,19,4,30,600,17
2015-05-05 08:15:00,37,19,4,30,600,17
2015-05-05 08:30:00,37,19,4,30,600,17
2015-05-05 08:45:00,37,19,4,30,600,17
2015-05-05 09:00:00,33,15,4,36,700,18
2015-05-05 09:15:00,33,15,4,36,700,18
2015-05-05 09:30:00,33,15,4,36,700,18
2015-05-05 09:45:00,33,15,4,36,700,18
2015-05-05 10:00:00,39,15,4,37,700,18
2015-05-05 10:15:00,39,15,4,37,700,18
2015-05-05 10:30:00,39,15,4,37,700,18
2015-05-05 10:45:00,39,15,4,37,700,18
2015-05-05 11:00:00,31,19,4,45,700,20
2015-05-05 11:15:00,31,19,4,45,700,20
2015-05-05 11:30:00,31,19,4,45,700,20
2015-05-05 11:45:00,31,19,4,45,700,20
2015-05-05 12:00:00,33,19,4,51,700,20
2015-05-05 12:15:00,33,19,4,51,700,20
2015-05-05 12:30:00,33,19,4,51,700,20
2015-05-05 12:45:00,33,19,4,51,700,20
2015-05-05 13:00:00,39,15,4,55,700,21
2015-05-05 13:15:00,39,15,4,55,700,21
2015-05-05 13:30:00,39,15,4,55,700,21
2015-05-05 13:45:00,39,15,4,55,700,21
2015-05-05 14:00:00,35,15,3,56,700,21
2015-05-05 14:15:00,35,15,3,56,700,21
2015-05-05 14:30:00,35,15,3,56,700,21
2015-05-05 14:45:00,35,15,3,56,700,21
2015-05-05 15:00:00,33,21,3,55,600,20
2015-05-05 15:15:00,33,21,3,55,600,20
2015-05-05 15:30:00,33,21,3,55,600,20
2015-05-05 15:45:00,33,21,3,55,600,20
2015-05-05 16:00:00,33,17,3,52,700,22
2015-05-05 16:15:00,33,17,3,52,700,22
2015-05-05 16:30:00,33,17,3,52,700,22
2015-05-05 16:45:00,33,17,3,52,700,22
2015-05-05 17:00:00,33,7,3,52,700,21
2015-05-05 17:15:00,33,7,3,52,700,21
2015-05-05 17:30:00,33,7,3,52,700,21
2015-05-05 17:45:00,33,7,3,52,700,21
2015-05-05 18:00:00,27,15,3,47,700,20
2015-05-05 18:15:00,27,15,3,47,700,20
2015-05-05 18:30:00,27,15,3,47,700,20
2015-05-05 18:45:00,27,15,3,47,700,20
2015-05-05 19:00:00,25,17,4,42,700,20
2015-05-05 19:15:00,25,17,4,42,700,20
2015-05-05 19:30:00,25,17,4,42,700,20
2015-05-05 19:45:00,25,17,4,42,700,20
2015-05-05 20:00:00,33,15,3,40,700,20
2015-05-05 20:15:00,33,15,3,40,700,20
2015-05-05 20:30:00,33,15,3,40,700,20
2015-05-05 20:45:00,33,15,3,40,700,20
2015-05-05 21:00:00,27,15,3,33,700,19
2015-05-05 21:15:00,27,15,3,33,700,19
2015-05-05 21:30:00,27,15,3,33,700,19
2015-05-05 21:45:00,27,15,3,33,700,19
2015-05-05 22:00:00,35,33,3,19,700,18
2015-05-05 22:15:00,35,33,3,19,700,18
2015-05-05 22:30:00,35,33,3,19,700,18
2015-05-05 22:45:00,35,33,3,19,700,18
2015-05-05 23:00:00,35,25,3,15,700,17
2015-05-05 23:15:00,35,25,3,15,700,17
2015-05-05 23:30:00,35,25,3,15,700,17
2015-05-05 23:45:00,35,25,3,15,700,17
2015-05-06 00:00:00,39,27,3,21,700,18
2015-05-06 00:15:00,39,27,3,21,700,18
2015-05-06 00:30:00,39,27,3,21,700,18
2015-05-06 00:45:00,39,27,3,21,700,18
2015-05-06 01:00:00,27,19,3,26,600,15
2015-05-06 01:15:00,27,19,3,26,600,15
2015-05-06 01:30:00,27,19,3,26,600,15
2015-05-06 01:45:00,27,19,3,26,600,15
2015-05-06 02:00:00,19,19,3,25,700,17
2015-05-06 02:15:00,19,19,3,25,700,17
2015-05-06 02:30:00,19,19,3,25,700,17
2015-05-06 02:45:00,19,19,3,25,700,17
2015-05-06 03:00:00,25,21,3,20,700,15
2015-05-06 03:15:00,25,21,3,20,700,15
2015-05-06 03:30:00,25,21,3,20,700,15
2015-05-06 03:45:00,25,21,3,20,700,15
2015-05-06 04:00:00,17,17,3,17,700,15
2015-05-06 04:15:00,17,17,3,17,700,15
2015-05-06 04:30:00,17,17,3,17,700,15
2015-05-06 04:45:00,17,17,3,17,700,15
2015-05-06 05:00:00,15,19,3,15,700,15
2015-05-06 05:15:00,15,19,3,15,700,15
2015-05-06 05:30:00,15,19,3,15,700,15
2015-05-06 05:45:00,15,19,3,15,700,15
2015-05-06 06:00:00,13,17,3,18,700,15
2015-05-06 06:15:00,13,17,3,18,700,15
2015-05-06 06:30:00,13,17,3,18,700,15
2015-05-06 06:45:00,13,17,3,18,700,15
2015-05-06 07:00:00,31,21,3,23,700,15
2015-05-06 07:15:00,31,21,3,23,700,15
2015-05-06 07:30:00,31,21,3,23,700,15
2015-05-06 07:45:00,31,21,3,23,700,15
2015-05-06 08:00:00,25,19,3,25,700,15
2015-05-06 08:15:00,25,19,3,25,700,15
2015-05-06 08:30:00,25,19,3,25,700,15
2015-05-06 08:45:00,25,19,3,25,700,15
2015-05-06 09:00:00,31,19,3,29,700,15
2015-05-06 09:15:00,31,19,3,29,700,15
2015-05-06 09:30:00,31,19,3,29,700,15
2015-05-06 09:45:00,31,19,3,29,700,15
2015-05-06 10:00:00,31,27,3,38,700,17
2015-05-06 10:15:00,31,27,3,38,700,17
2015-05-06 10:30:00,31,27,3,38,700,17
2015-05-06 10:45:00,31,27,3,38,700,17
2015-05-06 11:00:00,29,21,3,36,700,19
2015-05-06 11:15:00,29,21,3,36,700,19
2015-05-06 11:30:00,29,21,3,36,700,19
2015-05-06 11:45:00,29,21,3,36,700,19
2015-05-06 12:00:00,33,23,4,36,800,21
2015-05-06 12:15:00,33,23,4,36,800,21
2015-05-06 12:30:00,33,23,4,36,800,21
2015-05-06 12:45:00,33,23,4,36,800,21
2015-05-06 13:00:00,45,29,4,60,800,24
2015-05-06 13:15:00,45,29,4,60,800,24
2015-05-06 13:30:00,45,29,4,60,800,24
2015-05-06 13:45:00,45,29,4,60,800,24
2015-05-06 14:00:00,33,23,4,68,700,23
2015-05-06 14:15:00,33,23,4,68,700,23
2015-05-06 14:30:00,33,23,4,68,700,23
2015-05-06 14:45:00,33,23,4,68,700,23
2015-05-06 15:00:00,21,23,4,61,700,21
2015-05-06 15:15:00,21,23,4,61,700,21
2015-05-06 15:30:00,21,23,4,61,700,21
2015-05-06 15:45:00,21,23,4,61,700,21
2015-05-06 16:00:00,27,25,4,61,700,21
2015-05-06 16:15:00,27,25,4,61,700,21
2015-05-06 16:30:00,27,25,4,61,700,21
2015-05-06 16:45:00,27,25,4,61,700,21
2015-05-06 17:00:00,27,21,4,59,700,22
2015-05-06 17:15:00,27,21,4,59,700,22
2015-05-06 17:30:00,27,21,4,59,700,22
2015-05-06 17:45:00,27,21,4,59,700,22
2015-05-06 18:00:00,45,21,4,54,800,23
2015-05-06 18:15:00,45,21,4,54,800,23
2015-05-06 18:30:00,45,21,4,54,800,23
2015-05-06 18:45:00,45,21,4,54,800,23
2015-05-06 19:00:00,53,27,4,47,800,24
2015-05-06 19:15:00,53,27,4,47,800,24
